distance,time
3336,27.471389
3359,23.298405
3346,27.870845
3369,27.287201
3346,24.070527
3346,28.408027
3359,23.812491
3369,23.219153
3336,24.143871
3369,33.557697
3336,27.212328
3323,23.377742
3336,23.853832
3369,25.23316
3336,35.273249
3336,23.337018
3371,23.286439
3346,33.013116
3336,27.871706
3369,26.928389
3323,24.149084
3336,30.374761
3336,24.164307
3346,26.83697
3336,23.516731
3336,23.973323
3323,23.590016
3336,23.914252
3323,23.569834
3336,33.08841
3336,21.087942
3369,30.44698
3346,23.57402
3336,23.49791
3369,25.28621
3346,27.441681
3336,30.451252
3346,26.090147
3346,16.094988
3359,30.43141
3346,21.074088
3346,28.422446
3346,26.285126
3336,23.620965
3336,23.85437
3346,25.43605
3336,30.311313
3346,24.089621
3346,24.198519
3336,26.819362
3359,18.267896
3336,24.111753
3346,27.27222
3336,24.322197
3371,-4268.043756
3336,27.225864
3371,24.074817
3371,20.950793
3323,21.002071
3346,30.311036
3369,26.75161
3336,33.876604
3336,14.680352
3346,21.17745
3336,25.285402
3371,23.340248
3346,23.369878
3369,30.818395
3346,24.097232
3346,29.045742
3336,23.651126
3336,23.653396
3371,23.009068
3336,23.713393
3336,27.823952
3371,21.123945
3346,27.22212
3336,27.785825
3336,27.238537
3336,26.429762
3346,24.153092
3371,28.156753
3346,20.963291
3346,24.07261
3336,24.076995
3336,27.197483
3336,31.287361
3323,23.288507
3336,23.65125
3336,26.624484
3371,23.357477
3336,23.812372
3371,30.799213
3359,30.493187
3346,25.045092
3336,20.025164
3359,26.530989
3336,23.212743
3371,23.467623
3359,23.328255
3336,23.401508
3346,30.80514
3336,24.154478
3371,29.052804
3336,23.385688
3371,29.193308
3336,21.066706
3323,33.945512
3336,23.334972
3346,23.979967
3336,23.358841
3323,23.341398
3369,23.375905
3336,23.75471
3346,23.396394
3336,24.87462
3336,35.68
3323,23.43248
3346,23.364741
3336,36.934271
3346,23.881309
3336,23.411771
3336,23.925084
3359,23.627819
3336,26.021807
3359,23.825561
3323,30.010071
3346,27.221324
3369,20.93359
3336,28.958041
3336,19.347938
3346,27.282918
3346,25.759596
3346,23.283204
3323,23.442217
3336,27.39728
3346,30.469694
3346,26.483416
3336,23.518433
3336,23.502196
3371,23.434225
3336,37.062853
3346,23.287604
3346,23.255476
3323,25.240437
3369,23.66186
3371,24.2759
3369,37.152508
3336,20.922993
3369,26.8988
3323,18.328684
3369,28.444169
3336,23.712377
3369,23.543124
3346,23.884437
3346,36.370374
3346,23.295194
3371,23.830159
3369,23.730123
3359,26.408508
3336,37.458859
3369,29.715108
3371,20.977787
3336,21.284896
3323,37.04548
3346,23.345562
3336,23.474063
3346,23.572359
3346,25.685572
3371,27.313897
3359,31.294014
3346,23.422039
3346,23.325259
3336,23.582274
3336,23.457198
3346,32.083838
3346,28.703811
3323,23.722057
3369,37.121597
3346,25.434896
3371,23.569354
3371,37.286134
3336,23.630582
3346,23.351164
3359,32.1979
3336,24.092586
3346,20.941718
3336,21.097887
3369,32.695185
3336,23.406269
3346,23.358548
3336,25.445036
3346,23.735771
3336,23.431303
3346,29.629758
3336,31.546028
3346,23.401484
3323,26.876937
3346,20.995571
3336,24.115606
3336,27.401584
3346,30.367025
3346,24.213944
3346,25.352679
3371,26.091096
3336,34.740315
3346,19.692041
3336,27.457736
3323,24.053578
3359,30.358169
3346,30.124086
3346,23.705849
3359,23.350126
3323,23.539876
3346,37.066485
3323,23.982028
3359,25.384064
3336,23.280662
3336,24.005518
3346,32.321703
3346,-4266.429712
3346,23.464351
3346,30.183562
3346,34.242732
3336,23.858883
3336,33.436531
3369,28.297249
3371,33.069451
3359,24.102619
3371,28.467837
3336,25.981467
3336,34.480144
3323,23.29704
3346,26.994892
3346,27.303662
3371,30.094199
3336,21.389197
3323,26.125001
3346,31.588682
3359,24.157879
3336,27.676838
3359,27.413185
3336,23.784883
3336,24.437055
3346,30.345465
3359,29.429469
3336,25.090451
3323,24.469973
3336,36.091212
3346,23.573962
3346,23.466403
3336,37.085856
3336,25.341296
3359,23.384047
3336,23.438802
3346,37.029764
3371,23.71182
3336,23.418376
3346,23.587624
3346,23.815777
3346,23.35601
3369,31.484382
3346,24.172077
3371,29.259191
3371,23.787735
3346,37.163309
3346,23.366533
3369,23.564615
3346,23.262675
3323,25.46265
3346,35.730596
3369,25.146297
3369,24.050939
3371,23.297073
3346,38.936608
3346,23.452346
3346,25.833324
3346,24.155556
3359,27.172363
3346,29.904495
3336,23.218834
3371,25.446721
3346,24.269587
3336,27.543109
3369,32.405725
3346,23.497494
3346,31.997623
3336,28.765124
3323,23.474205
3323,23.715091
3371,36.261319
3336,24.364152
3346,24.677232
3359,36.175349
3336,11.540088
3323,21.494032
3336,22.038436
3336,22.062734
3336,22.09994
3346,25.41124
3369,35.667819
3346,21.866997
3346,23.298492
3346,21.349272
3323,24.150488
3346,21.900634
3336,28.725148
3336,17.464219
3369,33.452705
3346,24.624733
3346,22.129898
3346,22.535977
3336,23.105439
3369,33.412324
3346,24.97515
3336,22.226926
3336,22.380973
3346,22.132978
3346,27.524504
3336,19.573757
3369,31.892157
3336,27.744005
3369,22.577154
3336,34.131793
3336,25.256595
3371,24.016694
3336,22.520249
3323,27.287554
3336,20.753202
3336,30.296597
3369,26.182035
3336,34.279211
3336,24.474746
3346,22.201373
3336,22.140641
3323,22.436043
3336,27.925112
3336,31.099696
3346,22.287825
3346,22.515851
3336,29.065369
3346,20.663019
3336,27.003864
3346,23.81897
3323,25.127458
3336,22.000152
3336,33.890973
3371,20.645287
3336,26.788036
3369,23.823145
3336,22.340012
3346,26.01501
3336,30.204779
3346,23.904879
3336,25.770675
3323,31.879025
3371,27.100183
3336,22.237962
3346,22.193018
3371,30.153749
3369,27.447659
3336,25.956986
3336,31.432711
3371,28.080276
3371,22.299224
3346,24.5923
3336,35.845017
3369,22.063007
3336,21.982362
3336,38.201292
3346,22.832236
3336,22.025636
3336,21.903417
3346,28.372608
3336,27.030589
3346,25.546676
3336,22.498795
3346,22.089386
3336,25.224639
3359,33.453704
3346,22.81833
3346,21.983858
3346,24.324038
3336,26.685472
3359,-4267.947829
3346,27.644542
3336,22.236585
3336,24.824696
3336,36.403425
3336,22.101513
3336,29.441526
3336,30.024128
3336,22.594616
3369,22.071288
3346,27.138235
3346,32.195806
3359,22.182347
3346,22.670879
3336,24.811424
3336,23.823325
3371,32.686344
3346,22.041182
3369,29.441223
3346,20.682161
3323,30.965115
3346,22.434288
3346,30.824507
3346,23.827117
3336,28.387847
3336,24.000906
3346,22.053854
3371,21.988652
3336,33.055792
3323,25.819376
3336,25.28433
3371,30.280621
3336,20.591904
3336,27.02472
3336,23.682382
3369,33.532518
3359,23.870211
3346,23.964064
3336,22.071171
3369,23.84299
3346,22.194923
3336,30.744218
3336,29.119964
3346,22.057472
3369,24.187653
3346,26.800787
3346,26.992727
3359,27.177688
3359,30.103471
3336,29.878807
3336,30.687663
3336,30.34304
3371,21.913381
3371,24.337625
3346,25.800633
3346,33.0252
3369,17.733684
3336,26.471266
3369,24.305987
3336,27.553925
3323,31.254804
3359,21.829597
3336,24.598299
3336,33.377701
3346,22.751659
3369,22.503727
3346,23.015999
3346,38.058069
3346,21.886533
3336,27.836007
3371,17.449941
3336,30.141501
3336,27.352387
3336,21.994583
3336,25.298671
3336,33.805054
3346,21.983968
3346,22.378587
3371,26.642899
3346,32.280596
3346,22.087129
3369,22.082713
3371,31.546521
3323,23.870365
3371,25.579265
3371,22.232656
3336,26.917887
3346,32.248027
3359,22.34061
3323,21.964599
3323,25.092386
3336,30.187429
3346,26.073252
3371,21.989997
3369,26.557079
3336,26.999867
3346,27.471736
3336,22.018763
3369,25.168912
3346,27.034597
3336,29.166622
3346,22.593524
3336,37.246831
3359,22.027984
3336,22.068865
3336,22.70236
3346,36.47899
3336,21.956287
3371,22.547563
3371,36.377074
3346,22.192931
3359,22.531989
3346,37.134796
3371,21.779549
3369,22.388905
3369,33.135484
3346,23.811743
3371,26.257693
3346,26.258845
3323,33.103159
3346,26.344812
3336,22.825677
3336,22.869062
3371,33.073462
3336,25.852939
3359,22.291113
3336,22.200567
3346,31.360067
3346,27.765041
3359,22.092111
3336,22.516295
3359,24.254152
3346,37.210333
3336,22.429604
3371,23.794748
3346,30.285698
3359,27.032026
3323,22.358894
3346,22.776854
3346,22.276684
3336,24.955765
3346,35.131039
3323,22.168174
3359,27.059879
3336,17.819029
3346,26.637458
3336,23.876736
3346,31.359319
3371,21.904956
3336,34.132295
3371,24.847248
3336,21.991178
3346,22.580213
3346,32.287212
3346,27.251111
3336,22.246747
3346,22.179256
3371,36.443253
3336,22.510797
3323,23.742992
3346,22.213519
3359,33.410358
3346,25.64215
3336,22.423525
3346,-4265.198052
3346,23.808339
3369,27.358134
3336,22.039602
3336,21.953947
3346,30.241063
3323,29.088589
3346,22.213056
3346,23.41482
3323,33.343079
3336,24.414259
3359,21.934362
3369,22.114174
3346,22.061441
3346,25.4212
3359,34.138355
3359,21.930337
3336,24.959723
3346,23.858191
3336,32.790401
3336,21.996495
3359,22.111765
3336,27.850899
3323,31.853459
3359,37.895523
3336,27.640055
3336,33.135416
3346,33.847909
3336,26.739603
3336,23.652085
3369,34.453977
3336,26.368657
3336,25.77731
3336,36.389843
3371,17.819098
3336,31.465614
3336,23.770284
3336,23.664489
3369,24.570848
3369,30.620872
3369,27.175137
3346,28.271192
3336,32.451199
3336,27.975505
3371,26.322752
3369,23.461061
3346,37.119407
3336,23.31763
3346,23.363542
3346,37.029156
3359,23.300293
3336,23.750413
3371,24.04291
3336,24.237722
3346,27.312085
3346,24.221365
3359,32.996478
3336,23.417617
3336,37.035151
3346,23.693336
3336,23.400482
3359,24.343435
3359,23.863425
3346,23.511325
3346,36.952409
3336,23.452286
3336,37.445859
3371,25.248558
3346,34.978912
3369,25.798488
3336,31.791654
3346,24.198255
3369,27.251781
3336,24.796846
3346,36.985678
