distance,time
3336,207.634651
3323,209.04738
3323,211.310215
3336,215.581095
3336,-4074.592471
3336,209.481838
3323,196.068809
3323,208.720498
3336,228.673729
3336,229.592623
3336,264.807526
3336,269.185826
3323,232.018366
3336,201.551578
3323,209.083047
3336,197.890352
3323,218.404535
3336,194.601547
3323,209.68353
3323,198.333066
3336,194.710803
3346,213.374593
3323,193.504541
3323,208.386376
3323,-4084.382923
3336,198.603921
3323,200.975221
3323,207.144312
3323,197.364827
3323,208.262431
3323,207.916904
3323,208.867002
3336,200.712466
3323,222.236618
3323,200.217918
3336,220.299393
3323,201.354104
3323,226.039421
3336,214.633018
3323,210.983476
3336,208.840193
3336,216.217297
3336,228.926093
3323,228.500237
3323,-4061.841725
3336,207.415262
3323,213.878131
3323,210.169352
3323,213.112255
3336,210.315968
3336,226.704213
3336,209.839188
3323,236.178679
3336,214.451948
3336,213.254285
3323,214.443941
3323,220.994987
3336,211.08236
3323,216.85815
3323,209.982677
3323,211.132322
3336,198.022192
3323,218.029664
3336,207.586353
3323,-4096.889443
3336,213.1247
3323,211.048663
3323,213.433732
3336,219.705892
3336,209.598872
3336,200.580323
3336,204.383285
3336,200.346549
3323,205.816661
3336,208.75658
3323,201.143383
3336,257.742727
3336,235.904553
3323,214.980711
3336,218.370171
3323,215.906754
3336,216.112944
3336,231.027195
3336,220.14065
3336,-4076.438726
3336,209.77992
3336,207.801453
3336,222.625809
3323,221.938956
3336,212.01989
3323,215.702844
3323,215.855141
3323,220.486191
3336,213.342927
3336,214.769442
3336,188.493392
3323,184.541781
3336,202.120844
3336,196.360261
3336,197.324776
3336,204.233352
3336,213.901821
3323,192.957948
3336,212.409233
3336,195.245791
3336,-4098.287534
3336,205.363106
3323,210.5417
3323,193.929761
3336,211.959238
3323,209.259932
3346,212.343292
3323,209.343384
3336,202.620874
3323,201.201013
3336,206.703707
3336,210.792447
3323,210.919001
3336,201.277719
3323,200.668532
3323,201.170818
3323,208.517923
3336,198.451848
3336,204.336642
3336,203.357863
3336,204.327227
3336,-4100.194688
3336,211.847447
3323,196.672489
3323,208.243042
3336,195.947905
3346,220.489876
3336,198.324751
3336,207.925419
3323,208.98852
3336,199.890196
3323,209.812501
3323,202.595485
3336,211.014959
3323,203.67049
3336,206.403183
3323,195.05897
3323,210.054626
3323,205.059373
3336,208.376683
3336,208.217341
3336,-4077.974485
3323,194.689312
3336,207.512852
3336,210.851575
3336,206.119794
3336,211.810385
3336,213.555529
3323,232.596499
3323,210.151692
3323,197.720782
3336,200.553833
3323,210.816893
3336,206.045957
3323,196.640897
3323,213.421079
3336,210.917758
3336,197.942515
3323,220.988259
3336,204.684868
3323,200.347426
3323,223.612159
3336,-4084.343718
3336,207.701791
3336,192.851141
3336,221.700604
3323,213.312264
3323,211.350805
3336,210.280997
3336,196.149213
3336,211.102865
3336,221.296619
3336,207.96756
3323,208.544751
3323,214.375551
3336,195.235544
3323,209.118177
3336,221.835847
3336,213.0506
3323,216.245137
3336,216.595167
3323,209.187581
3323,-4072.62141
3336,210.110859
3323,211.303725
3336,222.422167
3323,208.584051
3336,212.005418
3323,206.029091
3346,219.123357
3336,208.041015
3336,231.272452
3336,208.138086
3323,196.070313
3323,218.085288
3336,201.321666
3323,207.648569
3336,208.732686
3336,195.231315
3323,227.806103
3323,211.026051
3323,210.352463
3336,212.298795
3323,-4084.091612
3336,200.527444
3323,225.36929
3336,203.611485
3336,201.705481
3323,208.164155
3323,201.54992
3323,204.397876
3323,208.104239
3323,212.998529
3336,209.312549
3336,207.617288
3323,207.199894
3336,211.305808
3323,212.579303
3323,211.551858
3346,203.471111
3336,201.049866
3336,211.125894
3323,208.136374
3323,-4088.139802
3336,258.136744
3323,215.825452
3323,245.323685
3323,224.719585
3336,218.894632
3336,224.795526
3336,219.327315
3323,230.139475
3323,220.179791
3336,219.0211
3336,247.96678
3323,219.182395
3336,215.383003
3323,222.995739
3323,215.435663
3336,216.338767
3336,228.973186
3323,236.538932
3346,-4064.797972
3323,218.26391
3323,226.353027
3323,224.127008
3323,215.348865
3336,244.34945
3336,235.474787
3323,258.376508
3336,233.881687
3336,245.081912
3323,215.504497
3323,181.787603
3336,207.838545
3323,202.240704
3323,221.589416
3336,197.993201
3323,227.887208
3336,209.373999
3323,201.836071
3323,223.343888
3336,-4077.29455
3323,193.391717
3336,211.924602
3323,208.234467
3323,218.57293
3323,202.403099
3323,195.159981
3336,210.772381
3336,208.752585
3336,204.040491
3336,205.026328
3323,200.158655
3323,204.588717
3336,217.630165
3336,209.761371
3336,207.485846
3336,196.982096
3336,205.793666
3323,198.233292
3323,200.981546
3323,195.794789
3336,-4083.691788
3336,206.434536
3336,198.645087
3346,205.375104
3323,196.586914
3336,198.183371
3323,203.772317
3336,203.579013
3336,214.231232
3323,241.878726
3336,227.947389
3336,209.286196
3323,216.491207
3323,204.442553
3323,218.246225
3336,216.672192
3323,203.834861
3336,203.973232
3323,233.742598
3336,227.08215
3336,-4074.521491
3336,189.159156
3336,200.376088
3323,199.108946
3336,207.654184
3323,203.958875
3336,206.860414
3323,195.347681
3336,199.702441
3323,205.06893
3336,208.126785
3336,227.2357
3323,233.677554
3346,242.726777
3323,235.055286
3336,231.348552
3336,215.683235
3336,216.200597
3336,224.985925
3336,219.459156
3323,-4077.954565
3336,212.757997
3323,217.789868
3336,206.315455
3323,181.567434
3336,197.989198
3323,192.262078
3323,200.154166
3336,195.656791
3323,196.110973
3336,197.466779
3336,186.948042
3336,201.320088
3323,185.499719
3336,193.768433
3323,196.086637
3323,181.226864
3323,194.259627
3323,198.88761
3336,194.959936
3323,195.154926
3323,202.012166
3336,-4094.37558
3336,198.595505
3323,195.551478
3323,194.433505
3323,181.159384
3336,211.662989
3336,193.502434
3336,197.195259
3323,197.009388
3346,197.750807
3323,183.686028
3323,202.352597
3323,190.053339
3336,192.161604
3323,205.728573
3323,218.907956
3323,202.602854
3323,204.543424
3323,196.506285
3336,201.212581
3323,199.210907
3336,-4093.938079
3323,197.802557
3323,204.465115
3323,192.453565
3323,199.827327
3336,196.475763
3323,206.014037
3323,205.062696
3323,194.113439
3323,186.57622
3336,187.230351
3323,197.035361
3336,203.004385
3336,190.842381
3323,170.45038
3336,199.8463
3336,188.518219
3336,191.196227
3336,189.532557
3336,186.147477
3323,191.070382
3336,182.657126
3336,182.135289
3323,-4103.096276
3323,202.167726
3336,183.381144
3336,184.495439
3336,202.714993
3336,185.252691
3346,196.387546
3336,184.351874
3323,191.686741
3336,194.059067
3336,179.678359
3336,201.180168
3336,194.723957
3336,184.435206
3336,189.835949
3323,182.900452
3336,192.409665
3336,197.16108
3323,191.548941
3323,202.334142
3323,198.171603
3336,194.83231
3336,-4116.677599
3323,193.65117
3336,194.312717
3336,178.223988
3323,181.59444
3336,191.380826
3336,197.782955
3336,181.687454
3323,193.845285
3336,185.075613
3336,186.615798
3323,185.782957
3323,190.136713
3336,186.40526
3336,195.10107
3323,205.801582
3323,199.009706
3336,199.977514
3323,198.063114
3336,193.26802
3323,204.524671
3323,200.939271
3336,-4106.01041
3346,190.425659
3323,200.150634
3323,199.026693
3336,211.552513
3336,209.049947
3336,209.651865
3336,191.588875
3336,203.695141
3336,208.802366
3336,207.121216
3336,198.228692
3323,193.062162
3336,199.355184
3336,170.055671
3336,180.487061
3323,192.213707
3336,205.632647
3336,192.367569
3336,202.133459
3336,181.828578
3323,197.804199
3336,-4100.455174
3323,204.177674
3323,203.687145
3336,197.953549
3323,201.656013
3336,206.86426
3336,194.674726
3336,201.299798
3336,202.247042
3336,205.137772
3336,210.262837
3336,213.288638
3346,208.402272
3346,200.460032
3336,215.743168
3336,216.256741
3323,217.814928
3336,219.462592
3336,234.444256
3336,223.325438
3336,215.462431
3336,-4092.934242
3336,207.680867
3323,214.625137
3323,220.508349
3323,209.379518
3336,230.969256
3323,211.034122
3323,200.586607
3336,211.83275
3336,212.951134
3323,195.995453
3323,207.798866
3323,208.275319
3336,209.440142
3323,250.115661
3323,217.578366
3336,227.171246
3323,221.581427
3323,219.973369
3323,241.17736
3336,-4070.168623
3336,221.72823
3323,216.612926
3336,220.876839
3323,189.034686
3336,198.705535
3323,207.581954
3323,219.029539
3323,205.224556
3336,212.103154
3346,219.583983
3336,208.236955
3323,211.495486
3323,210.462576
3336,212.965626
3323,209.482467
3323,211.024012
3336,210.856381
3336,209.085748
3336,209.287183
3336,-4071.776058
3336,220.195412
3336,204.307954
3323,210.020603
3336,211.884795
3323,200.012635
3336,210.684038
3336,202.245592
3323,220.93961
3336,207.238553
3336,199.291137
3336,208.838124
3336,210.811578
3336,194.916727
3323,214.01684
3323,203.441365
3323,217.080243
3336,193.940902
3323,194.315588
3336,208.866095
3336,200.180625
3336,-4091.190352
3336,203.33768
3323,218.581152
