ID,ant,alpha,beta,rho,elite,limit,distance
10,50,7,7,0.8,0.6,500,3371
11,50,7,7,0.8,0.6,500,3346
12,50,7,7,0.8,0.6,500,3336
13,50,7,7,0.8,0.6,500,3346
14,50,7,7,0.8,0.6,500,3359
15,50,7,7,0.8,0.6,500,3346
16,50,7,7,0.8,0.6,500,3359
17,50,7,7,0.8,0.6,500,3371
18,50,7,7,0.8,0.6,500,3323
19,50,7,7,0.8,0.6,500,3336
20,50,7,7,0.8,0.6,500,3346
21,50,7,7,0.8,0.6,500,3336
22,50,7,7,0.8,0.6,500,3323
23,50,7,7,0.8,0.6,500,3346
24,50,7,7,0.8,0.6,500,3346
25,50,7,7,0.8,0.6,500,3346
26,50,7,7,0.8,0.6,500,3369
27,50,7,7,0.8,0.6,500,3346
28,50,7,7,0.8,0.6,500,3371
29,50,7,7,0.8,0.6,500,3371
,50,7,7,0.8,0.6,500,3349
0,50,7,8,0.8,0.6,500,3371
1,50,7,8,0.8,0.6,500,3336
2,50,7,8,0.8,0.6,500,3369
3,50,7,8,0.8,0.6,500,3336
4,50,7,8,0.8,0.6,500,3371
5,50,7,8,0.8,0.6,500,3336
6,50,7,8,0.8,0.6,500,3369
7,50,7,8,0.8,0.6,500,3359
8,50,7,8,0.8,0.6,500,3346
9,50,7,8,0.8,0.6,500,3359
10,50,7,8,0.8,0.6,500,3371
11,50,7,8,0.8,0.6,500,3359
12,50,7,8,0.8,0.6,500,3336
13,50,7,8,0.8,0.6,500,3346
14,50,7,8,0.8,0.6,500,3371
15,50,7,8,0.8,0.6,500,3359
16,50,7,8,0.8,0.6,500,3336
17,50,7,8,0.8,0.6,500,3371
18,50,7,8,0.8,0.6,500,3369
19,50,7,8,0.8,0.6,500,3346
20,50,7,8,0.8,0.6,500,3359
21,50,7,8,0.8,0.6,500,3371
22,50,7,8,0.8,0.6,500,3336
23,50,7,8,0.8,0.6,500,3371
24,50,7,8,0.8,0.6,500,3371
25,50,7,8,0.8,0.6,500,3346
26,50,7,8,0.8,0.6,500,3336
27,50,7,8,0.8,0.6,500,3336
28,50,7,8,0.8,0.6,500,3369
29,50,7,8,0.8,0.6,500,3336
,50,7,8,0.8,0.6,500,3354
0,50,7,9,0.8,0.6,500,3371
1,50,7,9,0.8,0.6,500,3371
2,50,7,9,0.8,0.6,500,3371
3,50,7,9,0.8,0.6,500,3371
4,50,7,9,0.8,0.6,500,3346
5,50,7,9,0.8,0.6,500,3336
6,50,7,9,0.8,0.6,500,3371
7,50,7,9,0.8,0.6,500,3371
8,50,7,9,0.8,0.6,500,3346
9,50,7,9,0.8,0.6,500,3346
10,50,7,9,0.8,0.6,500,3346
11,50,7,9,0.8,0.6,500,3371
12,50,7,9,0.8,0.6,500,3371
13,50,7,9,0.8,0.6,500,3336
14,50,7,9,0.8,0.6,500,3371
15,50,7,9,0.8,0.6,500,3359
16,50,7,9,0.8,0.6,500,3336
17,50,7,9,0.8,0.6,500,3323
18,50,7,9,0.8,0.6,500,3371
19,50,7,9,0.8,0.6,500,3371
20,50,7,9,0.8,0.6,500,3346
21,50,7,9,0.8,0.6,500,3371
22,50,7,9,0.8,0.6,500,3359
23,50,7,9,0.8,0.6,500,3369
24,50,7,9,0.8,0.6,500,3369
25,50,7,9,0.8,0.6,500,3359
26,50,7,9,0.8,0.6,500,3371
27,50,7,9,0.8,0.6,500,3369
28,50,7,9,0.8,0.6,500,3371
29,50,7,9,0.8,0.6,500,3371
,50,7,9,0.8,0.6,500,3360
0,100,0,7,0.8,0.6,500,3336
1,100,0,7,0.8,0.6,500,3346
2,100,0,7,0.8,0.6,500,3336
3,100,0,7,0.8,0.6,500,3336
4,100,0,7,0.8,0.6,500,3323
5,100,0,7,0.8,0.6,500,3336
6,100,0,7,0.8,0.6,500,3336
7,100,0,7,0.8,0.6,500,3323
8,100,0,7,0.8,0.6,500,3346
9,100,0,7,0.8,0.6,500,3336
10,100,0,7,0.8,0.6,500,3336
11,100,0,7,0.8,0.6,500,3336
12,100,0,7,0.8,0.6,500,3336
13,100,0,7,0.8,0.6,500,3336
14,100,0,7,0.8,0.6,500,3336
15,100,0,7,0.8,0.6,500,3346
16,100,0,7,0.8,0.6,500,3336
17,100,0,7,0.8,0.6,500,3346
18,100,0,7,0.8,0.6,500,3359
19,100,0,7,0.8,0.6,500,3346
20,100,0,7,0.8,0.6,500,3369
21,100,0,7,0.8,0.6,500,3336
22,100,0,7,0.8,0.6,500,3369
23,100,0,7,0.8,0.6,500,3336
24,100,0,7,0.8,0.6,500,3346
25,100,0,7,0.8,0.6,500,3336
26,100,0,7,0.8,0.6,500,3346
27,100,0,7,0.8,0.6,500,3336
28,100,0,7,0.8,0.6,500,3346
29,100,0,7,0.8,0.6,500,3323
,100,0,7,0.8,0.6,500,3340
0,100,0,8,0.8,0.6,500,3346
1,100,0,8,0.8,0.6,500,3346
2,100,0,8,0.8,0.6,500,3336
3,100,0,8,0.8,0.6,500,3336
4,100,0,8,0.8,0.6,500,3346
5,100,0,8,0.8,0.6,500,3323
6,100,0,8,0.8,0.6,500,3336
7,100,0,8,0.8,0.6,500,3346
8,100,0,8,0.8,0.6,500,3346
9,100,0,8,0.8,0.6,500,3346
10,100,0,8,0.8,0.6,500,3336
11,100,0,8,0.8,0.6,500,3336
12,100,0,8,0.8,0.6,500,3336
13,100,0,8,0.8,0.6,500,3336
14,100,0,8,0.8,0.6,500,3336
15,100,0,8,0.8,0.6,500,3346
16,100,0,8,0.8,0.6,500,3336
17,100,0,8,0.8,0.6,500,3359
18,100,0,8,0.8,0.6,500,3336
19,100,0,8,0.8,0.6,500,3336
20,100,0,8,0.8,0.6,500,3346
21,100,0,8,0.8,0.6,500,3336
22,100,0,8,0.8,0.6,500,3369
23,100,0,8,0.8,0.6,500,3369
24,100,0,8,0.8,0.6,500,3359
25,100,0,8,0.8,0.6,500,3336
26,100,0,8,0.8,0.6,500,3371
27,100,0,8,0.8,0.6,500,3336
28,100,0,8,0.8,0.6,500,3346
29,100,0,8,0.8,0.6,500,3336
,100,0,8,0.8,0.6,500,3343
0,100,0,9,0.8,0.6,500,3371
1,100,0,9,0.8,0.6,500,3346
2,100,0,9,0.8,0.6,500,3371
3,100,0,9,0.8,0.6,500,3371
4,100,0,9,0.8,0.6,500,3371
5,100,0,9,0.8,0.6,500,3346
6,100,0,9,0.8,0.6,500,3371
7,100,0,9,0.8,0.6,500,3371
8,100,0,9,0.8,0.6,500,3336
9,100,0,9,0.8,0.6,500,3371
10,100,0,9,0.8,0.6,500,3323
11,100,0,9,0.8,0.6,500,3346
12,100,0,9,0.8,0.6,500,3371
13,100,0,9,0.8,0.6,500,3336
14,100,0,9,0.8,0.6,500,3336
15,100,0,9,0.8,0.6,500,3371
16,100,0,9,0.8,0.6,500,3346
17,100,0,9,0.8,0.6,500,3346
18,100,0,9,0.8,0.6,500,3369
19,100,0,9,0.8,0.6,500,3371
20,100,0,9,0.8,0.6,500,3346
21,100,0,9,0.8,0.6,500,3371
22,100,0,9,0.8,0.6,500,3371
23,100,0,9,0.8,0.6,500,3336
24,100,0,9,0.8,0.6,500,3369
25,100,0,9,0.8,0.6,500,3369
26,100,0,9,0.8,0.6,500,3371
27,100,0,9,0.8,0.6,500,3371
28,100,0,9,0.8,0.6,500,3346
29,100,0,9,0.8,0.6,500,3346
,100,0,9,0.8,0.6,500,3357
0,100,7,7,0.8,0.6,500,3336
1,100,7,7,0.8,0.6,500,3336
2,100,7,7,0.8,0.6,500,3336
3,100,7,7,0.8,0.6,500,3346
4,100,7,7,0.8,0.6,500,3369
5,100,7,7,0.8,0.6,500,3336
6,100,7,7,0.8,0.6,500,3336
7,100,7,7,0.8,0.6,500,3336
8,100,7,7,0.8,0.6,500,3336
9,100,7,7,0.8,0.6,500,3346
10,100,7,7,0.8,0.6,500,3336
11,100,7,7,0.8,0.6,500,3336
12,100,7,7,0.8,0.6,500,3323
13,100,7,7,0.8,0.6,500,3346
14,100,7,7,0.8,0.6,500,3346
15,100,7,7,0.8,0.6,500,3323
16,100,7,7,0.8,0.6,500,3323
17,100,7,7,0.8,0.6,500,3346
18,100,7,7,0.8,0.6,500,3336
19,100,7,7,0.8,0.6,500,3323
20,100,7,7,0.8,0.6,500,3323
21,100,7,7,0.8,0.6,500,3336
22,100,7,7,0.8,0.6,500,3336
23,100,7,7,0.8,0.6,500,3323
24,100,7,7,0.8,0.6,500,3346
25,100,7,7,0.8,0.6,500,3323
26,100,7,7,0.8,0.6,500,3346
27,100,7,7,0.8,0.6,500,3336
28,100,7,7,0.8,0.6,500,3336
29,100,7,7,0.8,0.6,500,3336
,100,7,7,0.8,0.6,500,3336
0,100,7,8,0.8,0.6,500,3336
1,100,7,8,0.8,0.6,500,3359
2,100,7,8,0.8,0.6,500,3346
3,100,7,8,0.8,0.6,500,3346
4,100,7,8,0.8,0.6,500,3323
5,100,7,8,0.8,0.6,500,3346
6,100,7,8,0.8,0.6,500,3371
7,100,7,8,0.8,0.6,500,3336
8,100,7,8,0.8,0.6,500,3346
9,100,7,8,0.8,0.6,500,3346
10,100,7,8,0.8,0.6,500,3371
11,100,7,8,0.8,0.6,500,3359
12,100,7,8,0.8,0.6,500,3346
13,100,7,8,0.8,0.6,500,3346
14,100,7,8,0.8,0.6,500,3359
15,100,7,8,0.8,0.6,500,3371
16,100,7,8,0.8,0.6,500,3346
17,100,7,8,0.8,0.6,500,3369
18,100,7,8,0.8,0.6,500,3346
19,100,7,8,0.8,0.6,500,3346
20,100,7,8,0.8,0.6,500,3346
21,100,7,8,0.8,0.6,500,3369
22,100,7,8,0.8,0.6,500,3336
23,100,7,8,0.8,0.6,500,3346
24,100,7,8,0.8,0.6,500,3359
25,100,7,8,0.8,0.6,500,3336
26,100,7,8,0.8,0.6,500,3336
27,100,7,8,0.8,0.6,500,3369
28,100,7,8,0.8,0.6,500,3336
29,100,7,8,0.8,0.6,500,3369
,100,7,8,0.8,0.6,500,3350
0,100,7,9,0.8,0.6,500,3369
1,100,7,9,0.8,0.6,500,3359
2,100,7,9,0.8,0.6,500,3336
3,100,7,9,0.8,0.6,500,3371
4,100,7,9,0.8,0.6,500,3346
5,100,7,9,0.8,0.6,500,3371
6,100,7,9,0.8,0.6,500,3346
7,100,7,9,0.8,0.6,500,3346
8,100,7,9,0.8,0.6,500,3346
9,100,7,9,0.8,0.6,500,3359
10,100,7,9,0.8,0.6,500,3369
11,100,7,9,0.8,0.6,500,3359
12,100,7,9,0.8,0.6,500,3369
13,100,7,9,0.8,0.6,500,3371
14,100,7,9,0.8,0.6,500,3346
15,100,7,9,0.8,0.6,500,3336
16,100,7,9,0.8,0.6,500,3359
17,100,7,9,0.8,0.6,500,3346
18,100,7,9,0.8,0.6,500,3371
19,100,7,9,0.8,0.6,500,3369
20,100,7,9,0.8,0.6,500,3346
21,100,7,9,0.8,0.6,500,3346
22,100,7,9,0.8,0.6,500,3369
23,100,7,9,0.8,0.6,500,3346
24,100,7,9,0.8,0.6,500,3346
25,100,7,9,0.8,0.6,500,3369
26,100,7,9,0.8,0.6,500,3336
27,100,7,9,0.8,0.6,500,3323
28,100,7,9,0.8,0.6,500,3336
29,100,7,9,0.8,0.6,500,3346
,100,7,9,0.8,0.6,500,3353
0,200,0,7,0.8,0.6,500,3336
1,200,0,7,0.8,0.6,500,3336
2,200,0,7,0.8,0.6,500,3323
3,200,0,7,0.8,0.6,500,3336
4,200,0,7,0.8,0.6,500,3336
5,200,0,7,0.8,0.6,500,3336
6,200,0,7,0.8,0.6,500,3336
7,200,0,7,0.8,0.6,500,3336
8,200,0,7,0.8,0.6,500,3323
9,200,0,7,0.8,0.6,500,3323
10,200,0,7,0.8,0.6,500,3336
11,200,0,7,0.8,0.6,500,3336
12,200,0,7,0.8,0.6,500,3346
13,200,0,7,0.8,0.6,500,3323
14,200,0,7,0.8,0.6,500,3323
15,200,0,7,0.8,0.6,500,3336
16,200,0,7,0.8,0.6,500,3336
17,200,0,7,0.8,0.6,500,3346
18,200,0,7,0.8,0.6,500,3336
19,200,0,7,0.8,0.6,500,3323
20,200,0,7,0.8,0.6,500,3323
21,200,0,7,0.8,0.6,500,3323
22,200,0,7,0.8,0.6,500,3336
23,200,0,7,0.8,0.6,500,3336
24,200,0,7,0.8,0.6,500,3336
25,200,0,7,0.8,0.6,500,3336
26,200,0,7,0.8,0.6,500,3336
27,200,0,7,0.8,0.6,500,3323
28,200,0,7,0.8,0.6,500,3323
29,200,0,7,0.8,0.6,500,3336
,200,0,7,0.8,0.6,500,3332
0,200,0,8,0.8,0.6,500,3323
1,200,0,8,0.8,0.6,500,3336
2,200,0,8,0.8,0.6,500,3336
3,200,0,8,0.8,0.6,500,3336
4,200,0,8,0.8,0.6,500,3346
5,200,0,8,0.8,0.6,500,3346
6,200,0,8,0.8,0.6,500,3336
7,200,0,8,0.8,0.6,500,3336
8,200,0,8,0.8,0.6,500,3336
9,200,0,8,0.8,0.6,500,3336
10,200,0,8,0.8,0.6,500,3369
11,200,0,8,0.8,0.6,500,3336
12,200,0,8,0.8,0.6,500,3346
13,200,0,8,0.8,0.6,500,3336
14,200,0,8,0.8,0.6,500,3336
15,200,0,8,0.8,0.6,500,3359
16,200,0,8,0.8,0.6,500,3336
17,200,0,8,0.8,0.6,500,3336
18,200,0,8,0.8,0.6,500,3336
19,200,0,8,0.8,0.6,500,3336
20,200,0,8,0.8,0.6,500,3323
21,200,0,8,0.8,0.6,500,3336
22,200,0,8,0.8,0.6,500,3336
23,200,0,8,0.8,0.6,500,3346
24,200,0,8,0.8,0.6,500,3336
25,200,0,8,0.8,0.6,500,3323
26,200,0,8,0.8,0.6,500,3346
27,200,0,8,0.8,0.6,500,3336
28,200,0,8,0.8,0.6,500,3346
29,200,0,8,0.8,0.6,500,3346
,200,0,8,0.8,0.6,500,3338
0,200,0,9,0.8,0.6,500,3346
1,200,0,9,0.8,0.6,500,3346
2,200,0,9,0.8,0.6,500,3346
3,200,0,9,0.8,0.6,500,3369
4,200,0,9,0.8,0.6,500,3346
5,200,0,9,0.8,0.6,500,3336
6,200,0,9,0.8,0.6,500,3336
7,200,0,9,0.8,0.6,500,3346
8,200,0,9,0.8,0.6,500,3369
9,200,0,9,0.8,0.6,500,3336
10,200,0,9,0.8,0.6,500,3346
11,200,0,9,0.8,0.6,500,3336
12,200,0,9,0.8,0.6,500,3369
13,200,0,9,0.8,0.6,500,3336
14,200,0,9,0.8,0.6,500,3336
15,200,0,9,0.8,0.6,500,3336
16,200,0,9,0.8,0.6,500,3359
17,200,0,9,0.8,0.6,500,3336
18,200,0,9,0.8,0.6,500,3336
19,200,0,9,0.8,0.6,500,3336
20,200,0,9,0.8,0.6,500,3336
21,200,0,9,0.8,0.6,500,3346
22,200,0,9,0.8,0.6,500,3336
23,200,0,9,0.8,0.6,500,3346
24,200,0,9,0.8,0.6,500,3346
25,200,0,9,0.8,0.6,500,3346
26,200,0,9,0.8,0.6,500,3336
27,200,0,9,0.8,0.6,500,3323
28,200,0,9,0.8,0.6,500,3323
29,200,0,9,0.8,0.6,500,3336
,200,0,9,0.8,0.6,500,3342
0,200,7,7,0.8,0.6,500,3346
1,200,7,7,0.8,0.6,500,3336
2,200,7,7,0.8,0.6,500,3336
3,200,7,7,0.8,0.6,500,3336
4,200,7,7,0.8,0.6,500,3323
5,200,7,7,0.8,0.6,500,3336
6,200,7,7,0.8,0.6,500,3336
7,200,7,7,0.8,0.6,500,3323
8,200,7,7,0.8,0.6,500,3336
9,200,7,7,0.8,0.6,500,3336
10,200,7,7,0.8,0.6,500,3336
11,200,7,7,0.8,0.6,500,3336
12,200,7,7,0.8,0.6,500,3346
13,200,7,7,0.8,0.6,500,3336
14,200,7,7,0.8,0.6,500,3323
15,200,7,7,0.8,0.6,500,3323
16,200,7,7,0.8,0.6,500,3346
17,200,7,7,0.8,0.6,500,3336
18,200,7,7,0.8,0.6,500,3336
19,200,7,7,0.8,0.6,500,3336
20,200,7,7,0.8,0.6,500,3346
21,200,7,7,0.8,0.6,500,3346
22,200,7,7,0.8,0.6,500,3336
23,200,7,7,0.8,0.6,500,3323
24,200,7,7,0.8,0.6,500,3336
25,200,7,7,0.8,0.6,500,3336
26,200,7,7,0.8,0.6,500,3336
27,200,7,7,0.8,0.6,500,3336
28,200,7,7,0.8,0.6,500,3336
29,200,7,7,0.8,0.6,500,3323
,200,7,7,0.8,0.6,500,3335
0,200,7,8,0.8,0.6,500,3346
1,200,7,8,0.8,0.6,500,3336
2,200,7,8,0.8,0.6,500,3346
3,200,7,8,0.8,0.6,500,3336
4,200,7,8,0.8,0.6,500,3369
5,200,7,8,0.8,0.6,500,3346
6,200,7,8,0.8,0.6,500,3336
7,200,7,8,0.8,0.6,500,3336
8,200,7,8,0.8,0.6,500,3336
9,200,7,8,0.8,0.6,500,3336
10,200,7,8,0.8,0.6,500,3346
11,200,7,8,0.8,0.6,500,3346
12,200,7,8,0.8,0.6,500,3336
13,200,7,8,0.8,0.6,500,3346
14,200,7,8,0.8,0.6,500,3346
15,200,7,8,0.8,0.6,500,3369
16,200,7,8,0.8,0.6,500,3346
17,200,7,8,0.8,0.6,500,3346
18,200,7,8,0.8,0.6,500,3346
19,200,7,8,0.8,0.6,500,3359
20,200,7,8,0.8,0.6,500,3336
21,200,7,8,0.8,0.6,500,3346
22,200,7,8,0.8,0.6,500,3346
23,200,7,8,0.8,0.6,500,3336
24,200,7,8,0.8,0.6,500,3336
25,200,7,8,0.8,0.6,500,3346
26,200,7,8,0.8,0.6,500,3336
27,200,7,8,0.8,0.6,500,3323
28,200,7,8,0.8,0.6,500,3346
29,200,7,8,0.8,0.6,500,3346
,200,7,8,0.8,0.6,500,3343
0,200,7,9,0.8,0.6,500,3369
1,200,7,9,0.8,0.6,500,3336
2,200,7,9,0.8,0.6,500,3346
3,200,7,9,0.8,0.6,500,3346
4,200,7,9,0.8,0.6,500,3371
5,200,7,9,0.8,0.6,500,3346
6,200,7,9,0.8,0.6,500,3371
7,200,7,9,0.8,0.6,500,3336
8,200,7,9,0.8,0.6,500,3323
9,200,7,9,0.8,0.6,500,3336
10,200,7,9,0.8,0.6,500,3336
11,200,7,9,0.8,0.6,500,3346
12,200,7,9,0.8,0.6,500,3346
13,200,7,9,0.8,0.6,500,3336
14,200,7,9,0.8,0.6,500,3346
15,200,7,9,0.8,0.6,500,3346
16,200,7,9,0.8,0.6,500,3359
17,200,7,9,0.8,0.6,500,3346
18,200,7,9,0.8,0.6,500,3369
19,200,7,9,0.8,0.6,500,3346
20,200,7,9,0.8,0.6,500,3336
21,200,7,9,0.8,0.6,500,3336
22,200,7,9,0.8,0.6,500,3336
23,200,7,9,0.8,0.6,500,3346
24,200,7,9,0.8,0.6,500,3346
25,200,7,9,0.8,0.6,500,3346
26,200,7,9,0.8,0.6,500,3336
27,200,7,9,0.8,0.6,500,3336
28,200,7,9,0.8,0.6,500,3336
29,200,7,9,0.8,0.6,500,3359
,200,7,9,0.8,0.6,500,3345
0,50,0,7,0.8,0.6,1000,3323
1,50,0,7,0.8,0.6,1000,3346
2,50,0,7,0.8,0.6,1000,3336
3,50,0,7,0.8,0.6,1000,3336
4,50,0,7,0.8,0.6,1000,3336
5,50,0,7,0.8,0.6,1000,3336
6,50,0,7,0.8,0.6,1000,3346
7,50,0,7,0.8,0.6,1000,3346
8,50,0,7,0.8,0.6,1000,3336
9,50,0,7,0.8,0.6,1000,3346
10,50,0,7,0.8,0.6,1000,3346
11,50,0,7,0.8,0.6,1000,3323
12,50,0,7,0.8,0.6,1000,3336
13,50,0,7,0.8,0.6,1000,3336
14,50,0,7,0.8,0.6,1000,3336
15,50,0,7,0.8,0.6,1000,3346
16,50,0,7,0.8,0.6,1000,3336
17,50,0,7,0.8,0.6,1000,3346
18,50,0,7,0.8,0.6,1000,3336
19,50,0,7,0.8,0.6,1000,3346
20,50,0,7,0.8,0.6,1000,3336
21,50,0,7,0.8,0.6,1000,3336
22,50,0,7,0.8,0.6,1000,3336
23,50,0,7,0.8,0.6,1000,3336
24,50,0,7,0.8,0.6,1000,3336
25,50,0,7,0.8,0.6,1000,3359
26,50,0,7,0.8,0.6,1000,3336
27,50,0,7,0.8,0.6,1000,3336
28,50,0,7,0.8,0.6,1000,3336
29,50,0,7,0.8,0.6,1000,3346
,50,0,7,0.8,0.6,1000,3338
0,50,0,8,0.8,0.6,1000,3346
1,50,0,8,0.8,0.6,1000,3369
2,50,0,8,0.8,0.6,1000,3346
3,50,0,8,0.8,0.6,1000,3346
4,50,0,8,0.8,0.6,1000,3336
5,50,0,8,0.8,0.6,1000,3336
6,50,0,8,0.8,0.6,1000,3369
7,50,0,8,0.8,0.6,1000,3336
8,50,0,8,0.8,0.6,1000,3346
9,50,0,8,0.8,0.6,1000,3336
10,50,0,8,0.8,0.6,1000,3336
11,50,0,8,0.8,0.6,1000,3336
12,50,0,8,0.8,0.6,1000,3336
13,50,0,8,0.8,0.6,1000,3346
14,50,0,8,0.8,0.6,1000,3336
15,50,0,8,0.8,0.6,1000,3336
16,50,0,8,0.8,0.6,1000,3369
17,50,0,8,0.8,0.6,1000,3346
18,50,0,8,0.8,0.6,1000,3336
19,50,0,8,0.8,0.6,1000,3346
20,50,0,8,0.8,0.6,1000,3346
21,50,0,8,0.8,0.6,1000,3336
22,50,0,8,0.8,0.6,1000,3346
23,50,0,8,0.8,0.6,1000,3369
24,50,0,8,0.8,0.6,1000,3369
25,50,0,8,0.8,0.6,1000,3336
26,50,0,8,0.8,0.6,1000,3346
27,50,0,8,0.8,0.6,1000,3336
28,50,0,8,0.8,0.6,1000,3369
29,50,0,8,0.8,0.6,1000,3336
,50,0,8,0.8,0.6,1000,3345
0,50,0,9,0.8,0.6,1000,3346
1,50,0,9,0.8,0.6,1000,3371
2,50,0,9,0.8,0.6,1000,3346
3,50,0,9,0.8,0.6,1000,3369
4,50,0,9,0.8,0.6,1000,3369
5,50,0,9,0.8,0.6,1000,3369
6,50,0,9,0.8,0.6,1000,3371
7,50,0,9,0.8,0.6,1000,3371
8,50,0,9,0.8,0.6,1000,3346
9,50,0,9,0.8,0.6,1000,3336
10,50,0,9,0.8,0.6,1000,3346
11,50,0,9,0.8,0.6,1000,3336
12,50,0,9,0.8,0.6,1000,3346
13,50,0,9,0.8,0.6,1000,3371
14,50,0,9,0.8,0.6,1000,3346
15,50,0,9,0.8,0.6,1000,3369
16,50,0,9,0.8,0.6,1000,3359
17,50,0,9,0.8,0.6,1000,3336
18,50,0,9,0.8,0.6,1000,3371
19,50,0,9,0.8,0.6,1000,3371
20,50,0,9,0.8,0.6,1000,3371
21,50,0,9,0.8,0.6,1000,3371
22,50,0,9,0.8,0.6,1000,3359
23,50,0,9,0.8,0.6,1000,3346
24,50,0,9,0.8,0.6,1000,3369
25,50,0,9,0.8,0.6,1000,3369
26,50,0,9,0.8,0.6,1000,3371
27,50,0,9,0.8,0.6,1000,3336
28,50,0,9,0.8,0.6,1000,3346
29,50,0,9,0.8,0.6,1000,3371
,50,0,9,0.8,0.6,1000,3358
0,50,7,7,0.8,0.6,1000,3336
1,50,7,7,0.8,0.6,1000,3369
2,50,7,7,0.8,0.6,1000,3346
3,50,7,7,0.8,0.6,1000,3336
4,50,7,7,0.8,0.6,1000,3336
5,50,7,7,0.8,0.6,1000,3346
6,50,7,7,0.8,0.6,1000,3336
7,50,7,7,0.8,0.6,1000,3323
8,50,7,7,0.8,0.6,1000,3346
9,50,7,7,0.8,0.6,1000,3336
10,50,7,7,0.8,0.6,1000,3346
11,50,7,7,0.8,0.6,1000,3346
12,50,7,7,0.8,0.6,1000,3336
13,50,7,7,0.8,0.6,1000,3346
14,50,7,7,0.8,0.6,1000,3346
15,50,7,7,0.8,0.6,1000,3336
16,50,7,7,0.8,0.6,1000,3336
17,50,7,7,0.8,0.6,1000,3323
18,50,7,7,0.8,0.6,1000,3336
19,50,7,7,0.8,0.6,1000,3346
20,50,7,7,0.8,0.6,1000,3336
21,50,7,7,0.8,0.6,1000,3346
22,50,7,7,0.8,0.6,1000,3346
23,50,7,7,0.8,0.6,1000,3336
24,50,7,7,0.8,0.6,1000,3336
25,50,7,7,0.8,0.6,1000,3323
26,50,7,7,0.8,0.6,1000,3346
27,50,7,7,0.8,0.6,1000,3346
28,50,7,7,0.8,0.6,1000,3346
29,50,7,7,0.8,0.6,1000,3346
,50,7,7,0.8,0.6,1000,3340
0,50,7,8,0.8,0.6,1000,3346
1,50,7,8,0.8,0.6,1000,3359
2,50,7,8,0.8,0.6,1000,3323
3,50,7,8,0.8,0.6,1000,3359
4,50,7,8,0.8,0.6,1000,3346
5,50,7,8,0.8,0.6,1000,3336
6,50,7,8,0.8,0.6,1000,3336
7,50,7,8,0.8,0.6,1000,3369
8,50,7,8,0.8,0.6,1000,3369
9,50,7,8,0.8,0.6,1000,3346
10,50,7,8,0.8,0.6,1000,3359
11,50,7,8,0.8,0.6,1000,3336
12,50,7,8,0.8,0.6,1000,3336
13,50,7,8,0.8,0.6,1000,3336
14,50,7,8,0.8,0.6,1000,3346
15,50,7,8,0.8,0.6,1000,3346
16,50,7,8,0.8,0.6,1000,3346
17,50,7,8,0.8,0.6,1000,3346
18,50,7,8,0.8,0.6,1000,3336
19,50,7,8,0.8,0.6,1000,3336
20,50,7,8,0.8,0.6,1000,3346
21,50,7,8,0.8,0.6,1000,3346
22,50,7,8,0.8,0.6,1000,3336
23,50,7,8,0.8,0.6,1000,3336
24,50,7,8,0.8,0.6,1000,3346
25,50,7,8,0.8,0.6,1000,3346
26,50,7,8,0.8,0.6,1000,3371
27,50,7,8,0.8,0.6,1000,3336
28,50,7,8,0.8,0.6,1000,3346
29,50,7,8,0.8,0.6,1000,3369
,50,7,8,0.8,0.6,1000,3346
0,50,7,9,0.8,0.6,1000,3346
1,50,7,9,0.8,0.6,1000,3346
2,50,7,9,0.8,0.6,1000,3371
3,50,7,9,0.8,0.6,1000,3336
4,50,7,9,0.8,0.6,1000,3346
5,50,7,9,0.8,0.6,1000,3371
6,50,7,9,0.8,0.6,1000,3336
7,50,7,9,0.8,0.6,1000,3371
8,50,7,9,0.8,0.6,1000,3359
9,50,7,9,0.8,0.6,1000,3346
10,50,7,9,0.8,0.6,1000,3371
11,50,7,9,0.8,0.6,1000,3371
12,50,7,9,0.8,0.6,1000,3336
13,50,7,9,0.8,0.6,1000,3346
14,50,7,9,0.8,0.6,1000,3346
15,50,7,9,0.8,0.6,1000,3346
16,50,7,9,0.8,0.6,1000,3336
17,50,7,9,0.8,0.6,1000,3371
18,50,7,9,0.8,0.6,1000,3371
19,50,7,9,0.8,0.6,1000,3369
20,50,7,9,0.8,0.6,1000,3336
21,50,7,9,0.8,0.6,1000,3336
22,50,7,9,0.8,0.6,1000,3346
23,50,7,9,0.8,0.6,1000,3359
24,50,7,9,0.8,0.6,1000,3369
25,50,7,9,0.8,0.6,1000,3346
26,50,7,9,0.8,0.6,1000,3371
27,50,7,9,0.8,0.6,1000,3346
28,50,7,9,0.8,0.6,1000,3346
29,50,7,9,0.8,0.6,1000,3371
,50,7,9,0.8,0.6,1000,3353
,,,,,,,
,,,,,,,
0,100,0,7,0.8,0.6,1000,3346
1,100,0,7,0.8,0.6,1000,3336
2,100,0,7,0.8,0.6,1000,3336
3,100,0,7,0.8,0.6,1000,3336
4,100,0,7,0.8,0.6,1000,3336
5,100,0,7,0.8,0.6,1000,3336
6,100,0,7,0.8,0.6,1000,3346
7,100,0,7,0.8,0.6,1000,3346
8,100,0,7,0.8,0.6,1000,3323
9,100,0,7,0.8,0.6,1000,3346
10,100,0,7,0.8,0.6,1000,3336
11,100,0,7,0.8,0.6,1000,3336
12,100,0,7,0.8,0.6,1000,3336
13,100,0,7,0.8,0.6,1000,3336
14,100,0,7,0.8,0.6,1000,3336
